timed;gen;idx;min;sec
chrom;16;47;00;7.654
chrom;16;48;00;3.921
chrom;16;49;00;3.296
gen;16;;04;4.541
chrom;17;0;00;7.553
chrom;17;1;00;3.405
chrom;17;2;00;7.951
chrom;17;3;00;3.280
chrom;17;4;00;3.312
chrom;17;5;00;3.280
chrom;17;6;00;3.273
chrom;17;7;00;7.320
chrom;17;8;00;3.330
chrom;17;9;00;3.374
chrom;17;10;00;3.509
chrom;17;11;00;8.972
chrom;17;12;00;7.634
chrom;17;13;00;3.518
chrom;17;14;00;3.384
chrom;17;15;00;3.313
chrom;17;16;00;3.657
chrom;17;17;00;8.114
chrom;17;18;00;3.253
chrom;17;19;00;3.539
chrom;17;20;00;8.833
chrom;17;21;00;3.261
chrom;17;22;00;2.387
chrom;17;23;00;7.159
chrom;17;24;00;3.938
chrom;17;25;00;3.032
chrom;17;26;00;2.340
chrom;17;27;00;2.768
chrom;17;28;00;3.144
chrom;17;29;00;8.063
chrom;17;30;00;2.835
chrom;17;31;00;7.850
chrom;17;32;00;3.423
chrom;17;33;00;2.721
chrom;17;34;00;3.149
chrom;17;35;00;7.624
chrom;17;36;00;7.129
chrom;17;37;00;2.874
chrom;17;38;00;8.404
chrom;17;39;00;3.490
chrom;17;40;00;9.373
chrom;17;41;00;2.859
chrom;17;42;00;3.360
chrom;17;43;00;4.130
chrom;17;44;00;7.690
chrom;17;45;00;7.403
chrom;17;46;00;8.223
chrom;17;47;00;10.248
chrom;17;48;00;3.218
chrom;17;49;00;5.741
gen;17;;04;11.905
chrom;18;0;00;7.770
chrom;18;1;00;3.305
chrom;18;2;00;3.252
chrom;18;3;00;3.249
chrom;18;4;00;3.405
chrom;18;5;00;7.423
chrom;18;6;00;3.421
chrom;18;7;00;3.327
chrom;18;8;00;3.405
chrom;18;9;00;7.620
chrom;18;10;00;7.584
chrom;18;11;00;3.296
chrom;18;12;00;3.468
chrom;18;13;00;3.437
chrom;18;14;00;3.312
chrom;18;15;00;7.449
chrom;18;16;00;3.421
chrom;18;17;00;3.408
chrom;18;18;00;3.607
chrom;18;19;00;3.632
chrom;18;20;00;8.398
chrom;18;21;00;9.493
chrom;18;22;00;4.511
chrom;18;23;00;3.407
chrom;18;24;00;12.816
chrom;18;25;00;9.749
chrom;18;26;00;3.032
chrom;18;27;00;8.082
chrom;18;28;00;2.275
chrom;18;29;00;2.987
chrom;18;30;00;3.974
chrom;18;31;00;7.762
chrom;18;32;00;7.748
chrom;18;33;00;10.206
chrom;18;34;00;3.422
chrom;18;35;00;2.362
chrom;18;36;00;8.091
chrom;18;37;00;7.644
chrom;18;38;00;2.199
chrom;18;39;00;2.788
chrom;18;40;00;7.118
chrom;18;41;00;7.522
chrom;18;42;00;7.430
chrom;18;43;00;7.360
chrom;18;44;00;8.129
chrom;18;45;00;2.837
chrom;18;46;00;8.482
chrom;18;47;00;3.302
chrom;18;48;00;2.216
chrom;18;49;00;2.987
gen;18;;04;27.298
chrom;19;0;00;3.328
chrom;19;1;00;7.717
chrom;19;2;00;3.317
chrom;19;3;00;3.354
chrom;19;4;00;3.299
chrom;19;5;00;8.143
chrom;19;6;00;7.849
chrom;19;7;00;3.453
chrom;19;8;00;3.208
chrom;19;9;00;3.438
chrom;19;10;00;3.429
chrom;19;11;00;7.625
chrom;19;12;00;3.347
chrom;19;13;00;3.801
chrom;19;14;00;3.642
chrom;19;15;00;3.726
chrom;19;16;00;8.128
chrom;19;17;00;3.502
chrom;19;18;00;8.741
chrom;19;19;00;3.809
chrom;19;20;00;7.200
chrom;19;21;00;3.329
chrom;19;22;00;5.024
chrom;19;23;00;2.514
chrom;19;24;00;3.292
chrom;19;25;00;8.168
chrom;19;26;00;8.462
chrom;19;27;00;3.973
chrom;19;28;00;10.169
chrom;19;29;00;10.250
chrom;19;30;00;3.131
chrom;19;31;00;10.287
chrom;19;32;00;8.353
chrom;19;33;00;7.195
chrom;19;34;00;2.908
chrom;19;35;00;7.263
chrom;19;36;00;3.415
chrom;19;37;00;2.578
chrom;19;38;00;3.316
chrom;19;39;00;3.618
chrom;19;40;00;3.369
chrom;19;41;00;3.624
chrom;19;42;00;3.420
chrom;19;43;00;7.578
chrom;19;44;00;3.435
chrom;19;45;00;10.096
chrom;19;46;00;8.306
chrom;19;47;00;8.326
chrom;19;48;00;3.494
chrom;19;49;00;3.116
gen;19;;04;26.329
chrom;20;0;00;7.815
chrom;20;1;00;8.576
chrom;20;2;00;4.349
chrom;20;3;00;4.162
chrom;20;4;00;3.633
chrom;20;5;00;3.661
chrom;20;6;00;8.837
chrom;20;7;00;3.929
chrom;20;8;00;3.791
chrom;20;9;00;3.785
chrom;20;10;00;4.036
chrom;20;11;00;8.514
chrom;20;12;00;4.062
chrom;20;13;00;8.128
chrom;20;14;00;4.488
chrom;20;15;00;3.756
chrom;20;16;00;3.437
chrom;20;17;00;3.594
chrom;20;18;00;3.710
chrom;20;19;00;3.608
chrom;20;20;00;2.372
chrom;20;21;00;7.731
chrom;20;22;00;3.692
chrom;20;23;00;8.312
chrom;20;24;00;4.184
chrom;20;25;00;3.297
chrom;20;26;00;8.666
chrom;20;27;00;3.098
